target_param,epoch,train_mae,valid_mae,minutes,lr
inf,0,0.3649870257188246,0.3368188402345103,3.6519822928640573,0.001
inf,1,0.19172458610162293,0.2519714206617365,7.320134578810798,0.000995
inf,2,0.15253907891485416,0.20036418599787578,10.977120796839396,0.000990025
inf,3,0.13811301250271193,0.2047653074065844,14.6727108558019,0.000985074875
inf,4,0.12445269904828421,0.22127958066681377,18.3749357091056,0.0009801495006249998
inf,5,0.11986873224011245,0.16316243709735972,22.06420611805386,0.000975248753121875
inf,6,0.11145861732168334,0.1609546179252286,25.803986314932505,0.0009703725093562657
inf,7,0.1059470993202033,0.15791400273640951,29.547718730237747,0.0009655206468094842
inf,8,0.10081948335956555,0.15526979344506417,33.32908254067104,0.0009606930435754366
inf,9,0.0960528960553836,0.13855235338691743,37.00342867771784,0.0009558895783575596
inf,10,0.09551269895746994,0.14186340049710328,40.679687641726595,0.0009511101304657721
inf,11,0.093268525800836,0.18483807699334243,44.41720584366056,0.000946354579813443
inf,12,0.08830299010503896,0.13135108547986196,48.18994976547029,0.0009416228069143756
inf,13,0.08292271321894702,0.12272679437232274,51.87425534857644,0.0009369146928798038
inf,14,0.08044254687659143,0.11953292330426557,55.58282021416559,0.0009322301194154047
inf,15,0.07721135050762477,0.1149846679500995,59.2815725406011,0.0009275689688183278
inf,16,0.07452898244744872,0.10967580176970011,63.01486200491587,0.0009229311239742359
inf,17,0.0730486728875446,0.1094017119337154,66.71715267101924,0.0009183164683543649
inf,18,0.07096781916255264,0.11040452314961341,70.41500893036523,0.0009137248860125931
inf,19,0.06924756064848538,0.12330766318626303,74.1673194050789,0.0009091562615825303
inf,20,0.06724622462925328,0.09873853888242475,77.88078746265836,0.0009046104802746176
inf,21,0.0659656002806922,0.09549027376918384,81.55911167595121,0.0009000874278732446
inf,22,0.06447765912071284,0.09431451130458103,85.25325406789779,0.0008955869907338784
inf,23,0.06367210499338544,0.09766214653368921,88.9736985484759,0.0008911090557802087
inf,24,0.0628578144207084,0.1015816727072321,92.67276873853473,0.0008866535105013078
inf,25,0.06113271596121669,0.09434030958080804,96.34582315286,0.0008822202429488011
inf,26,0.06051416682612696,0.0926665066070454,100.0029287616412,0.0008778091417340573
inf,27,0.06216472007934804,0.09042765548632992,103.6679433716668,0.000873420096025387
inf,28,0.059459895256373914,0.0879607664881855,107.36841500865087,0.0008690529955452602
inf,29,0.057752596466509896,0.08620417606766506,111.07372179428738,0.0008647077305675338
inf,30,0.05719857755869226,0.08537150931454475,114.8187696788046,0.0008603841919146961
inf,31,0.056459243268552,0.08398655711883497,118.58828460375469,0.0008560822709551227
inf,32,0.05630065037803009,0.08688947290021887,122.31116499371,0.0008518018596003471
inf,33,0.05474083893509257,0.07970789763876189,126.06380957100127,0.0008475428503023452
inf,34,0.05497505347908934,0.0850040261303225,129.74432228538726,0.0008433051360508334
inf,35,0.05388568499760157,0.08500134802713832,133.40516616768306,0.0008390886103705793
inf,36,0.05338191439039003,0.08220118438444471,137.14231458372538,0.0008348931673187263
inf,37,0.052013334146524974,0.08212565891044114,140.86066338618596,0.0008307187014821327
inf,38,0.052308811855725224,0.07824334944848733,144.58554953734082,0.0008265651079747222
inf,39,0.05152953014029429,0.07823737232034567,148.31199487182826,0.0008224322824348485
inf,40,0.05056234410437651,0.07730854799350102,152.07157103088164,0.0008183201210226742
inf,41,0.05045784617180191,0.07578391996362517,155.78357380628586,0.0008142285204175609
inf,42,0.04990754393681086,0.07520712197067277,159.4834619641304,0.0008101573778154732
inf,43,0.05041408745991335,0.07473329354518203,163.176531276438,0.0008061065909263958
inf,44,0.04857111654766281,0.07442812018737356,166.91782902214263,0.0008020760579717638
inf,45,0.04838412248756302,0.07714717274391522,170.60745207998488,0.000798065677681905
inf,46,0.049253169172386736,0.07530026177885711,174.28088464472026,0.0007940753492934955
inf,47,0.04778318172043933,0.07334522514413762,177.96705240408582,0.0007901049725470281
inf,48,0.04845977946000782,0.07280435146743892,181.67944996886786,0.0007861544476842928
inf,49,0.04684531888296294,0.0763815654421686,185.41832153267333,0.0007822236754458713
inf,50,0.04681019875128761,0.1038198284804821,189.1137830681271,0.0007783125570686419
inf,51,0.04643349114527479,0.0709232412358766,192.7940964857737,0.0007744209942832989
inf,52,0.04607692360400086,0.0706827317274386,196.4439335929023,0.0007705488893118822
inf,53,0.04570114592029312,0.07190087053083605,200.09938488933776,0.0007666961448653227
inf,54,0.04515135930546437,0.07022322383859465,203.8318066663212,0.0007628626641409964
inf,55,0.04529566692157715,0.07000011407960487,207.54580374426314,0.0007590483508202912
inf,56,0.044958871296832535,0.07261730279893644,211.2677604900466,0.0007552531090661898
inf,57,0.0446613839317112,0.07171404431824402,214.9662349740664,0.0007514768435208588
inf,58,0.04389823373484389,0.06899957949676179,218.69566714233824,0.0007477194593032546
inf,59,0.04416774277831592,0.06723745141218426,222.4013415164418,0.0007439808620067382
inf,60,0.043715797865718296,0.06896719028071689,226.11573424604205,0.0007402609576967046
inf,61,0.04349851006033053,0.0672484453046514,229.88773530456754,0.000736559652908221
inf,62,0.04351243376054834,0.0679291705450704,233.66488260693018,0.0007328768546436799
inf,63,0.04291963499849467,0.0661428002139894,237.35117045640948,0.0007292124703704616
inf,64,0.04231330116914839,0.06751485227016352,241.04340525335735,0.0007255664080186092
inf,65,0.0423171869774825,0.06599684165770649,244.7700778285662,0.0007219385759785162
inf,66,0.042172733559306,0.06604522018022435,248.51409011946782,0.0007183288830986235
inf,67,0.041877950926191655,0.06661039306431689,252.18726813793182,0.0007147372386831302
inf,68,0.04175316007329544,0.06711960493797257,255.8388960282008,0.0007111635524897148
inf,69,0.0411520088921857,0.06556648644869047,259.5352070821656,0.0007076077347272662
inf,70,0.042123650100901765,0.06762491573169026,263.27047158347244,0.0007040696960536299
inf,71,0.04089318998022571,0.0660218955768693,267.0309649957551,0.0007005493475733619
inf,72,0.041431113117371875,0.06408145236632518,270.7792429367701,0.0006970466008354947
inf,73,0.04034482848965731,0.0635911385298416,274.50405312246744,0.0006935613678313175
