target_param,epoch,train_mae,valid_mae,minutes,lr
inf,0,0.3503243211646452,0.33533225825396906,3.864847556749979,0.001
inf,1,0.19109590224139542,0.26317260871010434,7.68239992459615,0.000995
inf,2,0.1557377698439575,0.20607234769931407,11.523536757628124,0.000990025
inf,3,0.13869268657280806,0.1891428552648072,15.250472205215031,0.000985074875
inf,4,0.12846287993862765,0.18237834944519946,19.037574817074667,0.0009801495006249998
inf,5,0.12931446411529623,0.18446676521211547,22.85873255199856,0.000975248753121875
inf,6,0.11665355671585087,0.16197931846623778,26.697933008935717,0.0009703725093562657
inf,7,0.11076620365306811,0.1526642924835605,30.393108766608762,0.0009655206468094842
inf,8,0.10795324124349653,0.14743343524394492,34.08736730946435,0.0009606930435754366
inf,9,0.10063751278134879,0.14343122376870082,37.80274031162262,0.0009558895783575596
inf,10,0.09693830294157413,0.13283230228129259,41.6374154859119,0.0009511101304657721
inf,11,0.0929370922244956,0.12911894512913563,45.48945289452871,0.000946354579813443
inf,12,0.08989564684152553,0.1278774838053411,49.257789397239684,0.0009416228069143756
inf,13,0.08713500376775629,0.13695195409399205,53.03969593445459,0.0009369146928798038
inf,14,0.08432956586074357,0.11985022097986231,56.74408334228727,0.0009322301194154047
inf,15,0.0823903264052112,0.11430057406585702,60.55411574443181,0.0009275689688183278
inf,16,0.07991557839364997,0.1142543932042455,64.33562928570642,0.0009229311239742359
inf,17,0.07777334727396293,0.10889235679661073,68.09528673092524,0.0009183164683543649
inf,18,0.07669725741331641,0.11105918772118066,71.88086673286226,0.0009137248860125931
inf,19,0.07456492732828802,0.10875398417313893,75.7016073624293,0.0009091562615825303
inf,20,0.0725797045723428,0.10648530681607545,79.38333784076904,0.0009046104802746176
inf,21,0.07406775229697128,0.10918595233271196,83.07824523978763,0.0009000874278732446
inf,22,0.07359374921091082,0.10894175358517194,86.87341548866696,0.0008955869907338784
inf,23,0.07023471294049397,0.10210989019082439,90.61345595121384,0.0008911090557802087
inf,24,0.06812980173759818,0.10747887470549154,94.24369602203369,0.0008866535105013078
inf,25,0.0667472871827701,0.09691847031635621,97.97145153151617,0.0008822202429488011
inf,26,0.06575237499159302,0.09943201304763877,101.77402091821035,0.0008778091417340573
inf,27,0.06447513411624048,0.09317352566667784,105.56572747098075,0.000873420096025387
inf,28,0.06331160309632314,0.09223060045511493,109.40160270134608,0.0008690529955452602
inf,29,0.06257321291199115,0.09910873075326283,113.24146296977996,0.0008647077305675338
inf,30,0.061832174231047886,0.09155536330835794,117.06990618308389,0.0008603841919146961
inf,31,0.0605638517922689,0.08849096642706984,120.91234327819613,0.0008560822709551227
inf,32,0.059539329321122665,0.0873312285991125,124.7628561562962,0.0008518018596003471
inf,33,0.06254570289605164,0.09276871911941036,128.60608804358378,0.0008475428503023452
inf,34,0.05866282424987674,0.08716224971157249,132.37359185351266,0.0008433051360508334
inf,35,0.05795775958222794,0.08671292366199597,136.13457250859997,0.0008390886103705793
inf,36,0.05730403875798673,0.08351374625839213,139.9157220615281,0.0008348931673187263
inf,37,0.056872741146196726,0.08265591871434001,143.73089353905786,0.0008307187014821327
inf,38,0.056026388702068636,0.08265067967436007,147.4908860034413,0.0008265651079747222
inf,39,0.055815838705863825,0.08865954662843417,151.31729553805454,0.0008224322824348485
inf,40,0.05495862158838566,0.07888835121787363,155.16068410608503,0.0008183201210226742
inf,41,0.0544480641155651,0.07922626080452114,159.00536220206155,0.0008142285204175609
inf,42,0.05408990809680792,0.08121191341710345,162.740853105651,0.0008101573778154732
inf,43,0.053348642823907416,0.0801303733981425,166.48960422409905,0.0008061065909263958
inf,44,0.05298820231966111,0.07824458518335893,170.2365783625179,0.0008020760579717638
inf,45,0.0523455976684786,0.07796034036624815,173.95811955001622,0.000798065677681905
inf,46,0.05214955906710458,0.07712031991010714,177.73734814193514,0.0007940753492934955
inf,47,0.05166636648718707,0.07736161735750015,181.53264503214095,0.0007901049725470281
inf,48,0.05169491226445769,0.0782109139467119,185.2844562914636,0.0007861544476842928
inf,49,0.05097781513854047,0.0757096763299678,189.0367162598504,0.0007822236754458713
inf,50,0.05039664391035548,0.07749795829576832,192.83298400905394,0.0007783125570686419
inf,51,0.05008828688890016,0.07741951726136669,196.56952570941712,0.0007744209942832989
inf,52,0.049537644211600264,0.07496750839455153,200.3531091041035,0.0007705488893118822
inf,53,0.04931898364191487,0.07415620037304456,204.13571565018762,0.0007666961448653227
inf,54,0.04882445576110275,0.07349100274344285,207.83496275080574,0.0007628626641409964
