target_param,epoch,train_mae,valid_mae,minutes,lr,minutes:
1.5,0,0.3302795878263627,0.3327511696405308,,0.001,3.702451018492381
1.5,1,0.19262925200427172,0.2449728840942024,,0.00099,7.468117472860548
1.5,2,0.15813255645868388,0.2280389715426712,,0.0009801,11.200622803635069
1.5,3,0.14072240147519002,0.18799835691849384,,0.000970299,14.954749638504452
1.5,4,0.12950967769031974,0.17819594559810495,,0.00096059601,18.802173540327285
1.5,5,0.12154590693076044,0.16299123493253542,,0.0009509900499,22.643844287925294
1.5,6,0.11332720112687171,0.14893709984357642,,0.000941480149401,26.48526570134693
1.5,7,0.10693437049015225,0.15391378689517254,,0.0009320653479069902,30.240000553925828
1.5,8,0.10197718507278326,0.15924047021776114,,0.0009227446944279199,33.991498937871725
1.5,9,0.09833286109071566,0.1388270116701562,,0.0009135172474836409,37.802437871032296
1.5,10,0.09265963713044482,0.12629737068087823,,0.0009043820750088043,41.581906828615395
1.5,11,0.08924977079922765,0.12111005884024405,,0.000895338254258716,45.339194975958925
1.5,12,0.08615097080460717,0.11830822486550574,,0.0008863848717161291,49.079858491155846
1.5,13,0.08324823075471743,0.11571032686098927,,0.0008775210229989678,52.7248191330168
1.5,14,0.08098227645176731,0.11025866305315367,,0.0008687458127689781,56.36208537287183
1.5,15,0.07864279871074104,0.10961594512706159,,0.0008600583546412884,60.01527610354953
1.5,16,0.07637805439673592,0.10936420178541574,,0.0008514577710948754,63.71410695049499
1.5,17,0.07507505374272612,0.10652389966191783,,0.0008429431933839267,67.38521219491957
1.5,18,0.07318006467447725,0.10124309108622613,,0.0008345137614500872,71.11384402910868
1.5,19,0.07165957230541699,0.10084527486594774,,0.0008261686238355863,74.85381173160341
1.5,20,0.07018173987956706,0.10201546894286272,,0.0008179069375972306,78.52071087890201
1.5,21,0.0689119530687583,0.10055747255682945,,0.0008097278682212581,82.2592043015692
1.5,22,0.06779091244713596,0.09504889945189159,,0.0008016305895390457,86.09985211955177
1.5,23,0.066314964802322,0.09612371988834872,,0.0007936142836436553,89.89378524091508
1.5,24,0.06553359440973308,0.09219352856919327,,0.0007856781408072188,93.61439181036421
1.5,25,0.06438254215172116,0.09351577922221155,,0.0007778213593991466,97.44427310890622
1.5,26,0.06342036640902783,0.09341851317433901,,0.0007700431458051549,101.21991960340074
1.5,27,0.06258033259011292,0.09370759490036194,,0.0007623427143471036,104.95821361276838
1.5,28,0.06151101502367059,0.09048018292073279,,0.0007547192872036326,108.77859448724324
1.5,29,0.06081001638333866,0.0884461361634475,,0.000747172094331596,112.61070239676371
1.5,30,0.05993159176486662,0.08940661898864215,,0.0007397003733882801,116.43814251157973
1.5,31,0.059276338765445004,0.08727786974400602,,0.0007323033696543972,120.18331287701925
1.5,32,0.058500313630770795,0.08723276793476072,,0.0007249803359578532,123.91165648433899
1.5,33,0.05784698122519316,0.08611237145559764,,0.0007177305325982747,127.67580873039033
1.5,34,0.057191893574657295,0.08386413544736883,,0.0007105532272722919,131.41966040266882
1.5,35,0.05660610853501028,0.08368141580653447,,0.000703447694999569,135.13434031407039
1.5,36,0.05589716013633259,0.08220677410242379,,0.0006964132180495732,138.84182641506194
1.5,37,0.05533309863601101,0.07944308251382841,,0.0006894490858690775,142.59364520841174
1.5,38,0.0547176341464282,0.08073875588434998,,0.0006825545950103867,146.27290436824163
1.5,39,0.05420674957368454,0.08120198639970953,,0.000675729049060283,150.03595915635427
1.5,40,0.053629598813081665,0.08010026788519276,,0.00066897175856968,153.8573520263036
1.5,41,0.05333241230199062,0.07946203608987151,,0.0006622820409839832,157.61379555596247
1.5,42,0.052728171360168996,0.0792221425962384,,0.0006556592205741433,161.37289130555257
1.5,43,0.0522505661007913,0.07814338052224727,,0.0006491026283684018,165.12723202043108
1.5,44,0.05187181172136154,0.07633329443232989,,0.0006426116020847179,168.902581999037
1.5,45,0.051501351450278225,0.07652347114297649,,0.0006361854860638707,172.74660634994507
1.5,46,0.05115181527775351,0.07615382024036939,,0.000629823631203232,176.52975749174755
1.5,47,0.05054607130515413,0.07618287620284865,,0.0006235253948911997,180.33900958829454
1.5,48,0.050160292136170875,0.07590962948417791,,0.0006172901409422878,184.05991168684432
1.5,49,0.049866880703799576,0.07361142257208465,,0.0006111172395328649,187.7439628216956
1.5,50,0.049459507250399715,0.07512967532841108,,0.0006050060671375363,191.44231027762098
1.5,51,0.04905055571878749,0.07627924008955878,,0.0005989560064661608,195.16466416252982
1.5,52,0.04879088480378382,0.07337276555437555,,0.0005929664464014992,198.9891558673647
1.5,53,0.04841850598350481,0.07423089432620233,,0.0005870367819374844,202.78552720679173
1.5,54,0.04810380501011922,0.07249548744850905,,0.0005811664141181095,206.5620598104265
1.5,55,0.04771515091425945,0.07504019201282532,,0.0005753547499769285,210.38586884207197
1.5,56,0.04748318847750712,0.07333171417716369,,0.0005696012024771593,214.17286981079315
1.5,57,0.0471750910539058,0.07238895249783352,,0.0005639051904523875,217.9559052824974
1.5,58,0.04687887955570876,0.0720726353546945,,0.0005582661385478637,221.7093104918798
1.5,59,0.0466670771801487,0.07205798653184727,,0.000552683477162385,225.49160709910925
1.5,60,0.04643129255094535,0.07156005862259097,,0.0005471566423907613,229.27525293032332
1.5,61,0.04597801345235036,0.07198380811079855,,0.0005416850759668537,233.01845570537782
1.5,62,0.045790439945129296,0.0723072229934636,,0.0005362682252071849,236.64666306310232
1.5,63,0.04551678261209282,0.07026726808599247,,0.0005309055429551132,240.27500495910644
1.5,64,0.04537851964628339,0.07015404581863394,,0.000525596487525562,243.93199146456186
1.5,65,0.04509182073222106,0.0707431158191094,,0.0005203405226503064,247.69301351176367
1.5,66,0.044765051151630764,0.0706345489228605,,0.0005151371174238035,251.42455620235864
1.5,67,0.044551213961496805,0.06822790555976412,,0.0005099857462495653,255.15648476945032
1.5,68,0.04430611409933514,0.06865375635204134,,0.0005048858887870696,258.95228651762005
1.5,69,0.0442760438364185,0.06849739556351016,,0.0004998370298991988,262.7429022815492
1.5,70,0.04392934286469502,0.068531030849103,,0.0004948386596002071,266.5032791945669
1.5,71,0.043673105604798486,0.06758761938701394,,0.0004898902730042047,270.3125029007594
1.5,72,0.043479616414641716,0.06772108295912384,,0.0004849913702741628,274.1274604280789
1.5,73,0.043281951183618515,0.06821858215956918,,0.00048014145657142103,277.8285481227769
1.5,74,0.04308537470193944,0.06735174748445712,,0.00047534004200570695,281.51371938387547
1.5,75,0.042916495028802785,0.06712410204432985,,0.0004705866415856499,285.2344452367889
1.5,76,0.04273725839549597,0.06676846063665805,,0.0004658807751697933,288.8839430305693
1.5,77,0.04251846446965737,0.06721279217350866,,0.0004612219674180954,292.60552192793955
