"","epoch","variable","MAE","experiment_name"
"409",108,"training",0.037571192084819,"only distance"
"410",109,"training",0.037468946030093,"only distance"
"411",110,"training",0.0373410677072557,"only distance"
"412",111,"training",0.0379653638163062,"only distance"
"413",112,"training",0.0367908728656852,"only distance"
"414",113,"training",0.0369281407281588,"only distance"
"415",114,"training",0.036676237106352,"only distance"
"416",115,"training",0.0367321004537097,"only distance"
"417",116,"training",0.0364174714253414,"only distance"
"418",117,"training",0.0364335069589369,"only distance"
"419",118,"training",0.0363326810586298,"only distance"
"420",119,"training",0.0361326217698361,"only distance"
"421",120,"training",0.0361378284779361,"only distance"
"422",121,"training",0.0359974634762545,"only distance"
"423",122,"training",0.0359160661584283,"only distance"
"424",123,"training",0.0358249935249226,"only distance"
"425",124,"training",0.0357066929728264,"only distance"
"426",125,"training",0.0356059248619115,"only distance"
"427",126,"training",0.0356944058435339,"only distance"
"428",127,"training",0.0353365323912717,"only distance"
"429",128,"training",0.0352488559397343,"only distance"
"430",129,"training",0.0353193120616342,"only distance"
"431",130,"training",0.0353830411575411,"only distance"
"432",131,"training",0.0349350060052136,"only distance"
"433",132,"training",0.0352755223984535,"only distance"
"434",133,"training",0.0347280148580042,"only distance"
"435",134,"training",0.0347479841619513,"only distance"
"436",135,"training",0.0349935994363854,"only distance"
"437",136,"training",0.0346028543303818,"only distance"
"438",137,"training",0.0343090519982097,"only distance"
"439",138,"training",0.0343775461561881,"only distance"
"440",139,"training",0.0342582060262698,"only distance"
"441",140,"training",0.0341667415248021,"only distance"
"442",141,"training",0.0340987700138218,"only distance"
"443",142,"training",0.0340260082422916,"only distance"
"444",143,"training",0.0341859447033246,"only distance"
"445",144,"training",0.0338940129762522,"only distance"
"446",145,"training",0.0338023186115493,"only distance"
"447",146,"training",0.0337114691107458,"only distance"
"448",147,"training",0.0340389252781887,"only distance"
"449",148,"training",0.033534112974431,"only distance"
"450",149,"training",0.0335346086658434,"only distance"
"451",0,"validation",0.346788166671671,"only distance"
"452",1,"validation",0.257021203877464,"only distance"
"453",2,"validation",0.219583867217905,"only distance"
"454",3,"validation",0.194244843577185,"only distance"
"455",4,"validation",0.17055545426825,"only distance"
"456",5,"validation",0.168720401583179,"only distance"
"457",6,"validation",0.168585590777859,"only distance"
"458",7,"validation",0.173687084628049,"only distance"
"459",8,"validation",0.14068604312757,"only distance"
"460",9,"validation",0.139376627942247,"only distance"
"461",10,"validation",0.1299374591439,"only distance"
"462",11,"validation",0.128961128172695,"only distance"
"463",12,"validation",0.126230891834023,"only distance"
"464",13,"validation",0.11880049057385,"only distance"
"465",14,"validation",0.131038866736876,"only distance"
"466",15,"validation",0.121710154478268,"only distance"
"467",16,"validation",0.11233279882099,"only distance"
"468",17,"validation",0.106804315120943,"only distance"
"469",18,"validation",0.104426007838018,"only distance"
"470",19,"validation",0.108641927080449,"only distance"
"471",20,"validation",0.105406208424478,"only distance"
"472",21,"validation",0.10319989090485,"only distance"
"473",22,"validation",0.0965917313932091,"only distance"
"474",23,"validation",0.104456228514512,"only distance"
"475",24,"validation",0.0975837165549878,"only distance"
"476",25,"validation",0.0938556762312048,"only distance"
"477",26,"validation",0.0956093468252689,"only distance"
"478",27,"validation",0.092967055137119,"only distance"
"479",28,"validation",0.0883471985818237,"only distance"
"480",29,"validation",0.0921676372808795,"only distance"
"481",30,"validation",0.0893483705498198,"only distance"
"482",31,"validation",0.0871145908710777,"only distance"
"483",32,"validation",0.09030685153219,"only distance"
"484",33,"validation",0.0911189255214507,"only distance"
"485",34,"validation",0.0858849433240711,"only distance"
"486",35,"validation",0.0926021141630988,"only distance"
"487",36,"validation",0.0835545137124036,"only distance"
"488",37,"validation",0.0832567430071292,"only distance"
"489",38,"validation",0.0795749387834021,"only distance"
"490",39,"validation",0.0877605693274608,"only distance"
"491",40,"validation",0.0800172594045439,"only distance"
"492",41,"validation",0.086357340777433,"only distance"
"493",42,"validation",0.0819745983087247,"only distance"
"494",43,"validation",0.0762867744291021,"only distance"
"495",44,"validation",0.0799075864375599,"only distance"
"496",45,"validation",0.0792943473945382,"only distance"
"497",46,"validation",0.106656868811897,"only distance"
"498",47,"validation",0.0745327480097291,"only distance"
"499",48,"validation",0.0748127896979611,"only distance"
"500",49,"validation",0.0743420778984024,"only distance"
"501",50,"validation",0.0795660486384746,"only distance"
"502",51,"validation",0.0784574338705629,"only distance"
"503",52,"validation",0.0727490663368215,"only distance"
"504",53,"validation",0.076639132954741,"only distance"
"505",54,"validation",0.0751827252047357,"only distance"
"506",55,"validation",0.0734203478461632,"only distance"
"507",56,"validation",0.0748980893122573,"only distance"
"508",57,"validation",0.073099592400174,"only distance"
"509",58,"validation",0.0748401649136056,"only distance"
"510",59,"validation",0.072105647996068,"only distance"
"511",60,"validation",0.0704078105909209,"only distance"
"512",61,"validation",0.0703622256555865,"only distance"
"513",62,"validation",0.0694796429566478,"only distance"
"514",63,"validation",0.0692909303852307,"only distance"
"515",64,"validation",0.0711286172110547,"only distance"
"516",65,"validation",0.0681297359487382,"only distance"
"517",66,"validation",0.0672705822213683,"only distance"
"518",67,"validation",0.0682854084398157,"only distance"
"519",68,"validation",0.0702667796523661,"only distance"
"520",69,"validation",0.0664099011650329,"only distance"
"521",70,"validation",0.0688874892169429,"only distance"
"522",71,"validation",0.0673091702203276,"only distance"
"523",72,"validation",0.0660332754174228,"only distance"
"524",73,"validation",0.0673640790365396,"only distance"
"525",74,"validation",0.0657089349603461,"only distance"
"526",75,"validation",0.0672156601663559,"only distance"
"527",76,"validation",0.067739250999625,"only distance"
"528",77,"validation",0.0668257731864209,"only distance"
"529",78,"validation",0.071655616684947,"only distance"
"530",79,"validation",0.0655191931472991,"only distance"
"531",80,"validation",0.0648611526014984,"only distance"
"532",81,"validation",0.0643646628345533,"only distance"
"533",82,"validation",0.065950365576853,"only distance"
"534",83,"validation",0.0647977349218181,"only distance"
"535",84,"validation",0.0634976224673371,"only distance"
"536",85,"validation",0.0685132611342656,"only distance"
"537",86,"validation",0.0672523997403601,"only distance"
"538",87,"validation",0.0687892220473738,"only distance"
"539",88,"validation",0.0664350851689295,"only distance"
"540",89,"validation",0.0658855135602656,"only distance"
"541",90,"validation",0.06524624679518,"only distance"
"542",91,"validation",0.0641304715186037,"only distance"
"543",92,"validation",0.0651069097821751,"only distance"
"544",93,"validation",0.0641883184472399,"only distance"
"545",94,"validation",0.0666478158485505,"only distance"
"546",95,"validation",0.0626401549946237,"only distance"
"547",96,"validation",0.0622114086703908,"only distance"
"548",97,"validation",0.0624144325453428,"only distance"
"549",98,"validation",0.0621469251370879,"only distance"
"550",99,"validation",0.0623393033541018,"only distance"
"551",100,"validation",0.062201201194717,"only distance"
"552",101,"validation",0.0616827113453739,"only distance"
"553",102,"validation",0.0608694898865877,"only distance"
"554",103,"validation",0.0608579706280462,"only distance"
"555",104,"validation",0.0635130051122878,"only distance"
"556",105,"validation",0.0654109258965779,"only distance"
"557",106,"validation",0.0632350766851056,"only distance"
"558",107,"validation",0.0621219123363175,"only distance"
"559",108,"validation",0.0644802316142026,"only distance"
"560",109,"validation",0.0626566163915139,"only distance"
"561",110,"validation",0.0637177776905798,"only distance"
