target_param,epoch,train_mae,valid_mae,minutes,lr
2,0,0.34256072760087103,0.6878795245642303,2.124864704079098,0.001
2,1,0.2586857573660313,0.6533836316998287,4.242184105184343,0.000995
2,2,0.23674303398049226,0.6085873069942638,6.354163183106317,0.000990025
2,3,0.21866767831674017,0.5491966698118436,8.47670404513677,0.000985074875
2,4,0.2001568452527388,0.49908044597794926,10.592240318987105,0.0009801495006249998
2,5,0.18452940947840746,0.44634377684003573,12.570978348784976,0.000975248753121875
2,6,0.17022142985583555,0.3708317138014301,14.465682094626956,0.0009703725093562657
2,7,0.1593954798701561,0.3517022539851486,16.569328651163314,0.0009655206468094842
2,8,0.15162069276405332,0.3335681657797547,18.684089867273965,0.0009606930435754366
2,9,0.14577043349923346,0.3260044454727122,20.797353427939942,0.0009558895783575596
2,10,0.14228783816303067,0.2994978229204814,22.905085428555807,0.0009511101304657721
2,11,0.13761248673725157,0.2840340232817075,24.86157899300257,0.000946354579813443
2,12,0.13508979919146907,0.27237412493716,26.818621623516083,0.0009416228069143756
2,13,0.13144803227988575,0.2791233812609027,28.752811023924085,0.0009369146928798038
2,14,0.12886671949737935,0.25544298584422764,30.597598988480044,0.0009322301194154047
2,15,0.12700564219754354,0.2527947784751974,32.357871402634515,0.0009275689688183278
2,16,0.12493728262945596,0.25114274762010064,34.235147292084164,0.0009229311239742359
2,17,0.12280568018673534,0.24322503885274296,36.11542903317345,0.0009183164683543649
2,18,0.12089056618510079,0.2597903971390057,37.9994130955802,0.0009137248860125931
2,19,0.11970225049181582,0.2366455065947707,39.878388162453966,0.0009091562615825303
2,20,0.11853205678183626,0.2615942208356754,41.76368176539739,0.0009046104802746176
2,21,0.11668282987496942,0.23279627164204908,43.646054597695674,0.0009000874278732446
2,22,0.11585928870395684,0.23249512942888403,45.526795954174474,0.0008955869907338784
2,23,0.11467672301894814,0.22356573884846065,47.411763050821094,0.0008911090557802087
2,24,0.11347277731544485,0.21989607242166356,49.31842259698444,0.0008866535105013078
2,25,0.11210551361720834,0.23999325818912956,51.20246153672536,0.0008822202429488011
2,26,0.11125351002558137,0.21931200370352755,53.03581964174907,0.0008778091417340573
2,27,0.11019580499507027,0.20906474881915638,54.68072356118097,0.000873420096025387
2,28,0.10908042252707333,0.21991906675600237,56.64154024786419,0.0008690529955452602
2,29,0.1079916697149224,0.2138834765521429,58.76186893118753,0.0008647077305675338
2,30,0.10708112499035655,0.208256598281604,60.88262258635626,0.0008603841919146961
2,31,0.10657793674550303,0.21852204852527182,62.99009429216385,0.0008560822709551227
2,32,0.10568837358868989,0.2067829026009447,65.0291764775912,0.0008518018596003471
2,33,0.10502500617978201,0.2066720821043497,66.9364423473676,0.0008475428503023452
2,34,0.10409176443628403,0.19699921683278132,69.03994339572058,0.0008433051360508334
2,35,0.10328214957606009,0.2101977914571762,71.14739190207588,0.0008390886103705793
2,36,0.1028701575767262,0.20299106467795633,73.24279849926631,0.0008348931673187263
2,37,0.10227610148220258,0.19829141340589007,75.1177988992797,0.0008307187014821327
2,38,0.1017042360363518,0.20007299808084325,76.99390689796871,0.0008265651079747222
2,39,0.10341760032524129,0.2088454319264299,78.8329500582483,0.0008224322824348485
2,40,0.10166156420200229,0.2021427979712845,80.7605992158254,0.0008183201210226742
2,41,0.10059736146073273,0.19586341760011128,82.86382189989091,0.0008142285204175609
2,42,0.09956354955647363,0.18955449111038639,84.96584644185172,0.0008101573778154732
2,43,0.09931617797453325,0.19484282845771442,86.86115460395814,0.0008061065909263958
2,44,0.09842184015050111,0.1977683425911011,88.73384873204763,0.0008020760579717638
2,45,0.09836010175629874,0.18734064313673202,90.64035370084974,0.000798065677681905
2,46,0.09787313395906812,0.19740550700695284,92.75292091634539,0.0007940753492934955
2,47,0.09716003572638791,0.1899106197299496,94.85680193371242,0.0007901049725470281
2,48,0.09642956032632177,0.1806614613260633,96.97447544866138,0.0007861544476842928
2,49,0.09650355518845526,0.1844668917918718,99.08454282416237,0.0007822236754458713
2,50,0.0965028865127857,0.18487145030690777,101.20155993700028,0.0007783125570686419
2,51,0.0954682959392205,0.18436645476087446,103.32253098222945,0.0007744209942832989
2,52,0.09517937873306763,0.18313196858250969,105.26778870820999,0.0007705488893118822
2,53,0.09489572100279191,0.18467344215480228,107.1850808673435,0.0007666961448653227
2,54,0.09406230575270645,0.18778862083150494,109.3100612786081,0.0007628626641409964
2,55,0.09411092192374261,0.1783256239948734,111.25517709652581,0.0007590483508202912
2,56,0.0942210823182803,0.17904426289662237,113.13203260766136,0.0007552531090661898
2,57,0.09336378804181207,0.17328302197719136,115.01396669811675,0.0007514768435208588
2,58,0.09268026722816924,0.17844689973900393,117.00515011946361,0.0007477194593032546
2,59,0.09297205237578143,0.17337997594187335,119.12460959884856,0.0007439808620067382
2,60,0.09241524743987943,0.18319704391623057,121.0662507666482,0.0007402609576967046
2,61,0.0922810567978205,0.17347475714100302,122.88646718793444,0.000736559652908221
2,62,0.09153616372300749,0.17708023341112236,124.98730229404237,0.0007328768546436799
2,63,0.0913590497620243,0.17085835129343052,127.1114556617207,0.0007292124703704616
2,64,0.0912389681985777,0.17411113646562382,129.08836384879217,0.0007255664080186092
2,65,0.09056713130195247,0.1796339864452039,131.20780992905298,0.0007219385759785162
2,66,0.0905280161839354,0.18194416473789884,133.3268487877316,0.0007183288830986235
2,67,0.09024208644634008,0.17377493458409463,135.3933756576644,0.0007147372386831302
2,68,0.09016184578893631,0.1706804728075381,137.36957829528387,0.0007111635524897148
2,69,0.08972692704523177,0.1731157745084455,139.48063637945384,0.0007076077347272662
2,70,0.08931360053970237,0.17739199190050045,141.60026481813856,0.0007040696960536299
2,71,0.08906270776749277,0.17224857263186924,143.71720775233374,0.0007005493475733619
2,72,0.08904346578207084,0.16794765640490797,145.8382275925742,0.0006970466008354947
2,73,0.08876169997356838,0.18066900087300167,147.9186774783664,0.0006935613678313175
2,74,0.08841132414036369,0.16729246632706732,149.95921481582855,0.0006900935609921607
2,75,0.08805351783054517,0.1692935668172375,152.06475267807642,0.0006866430931872
2,76,0.0875776548767755,0.17770733896602864,154.1997575852606,0.000683209877721264
2,77,0.08763553775800766,0.16940486082626927,156.2443290074666,0.0006797938283326577
2,78,0.08743501299908969,0.17272858113370915,158.15583162307738,0.0006763948591909946
2,79,0.08715470636218488,0.16698406861033488,160.04364331033494,0.0006730128848950395
2,80,0.0872489690959059,0.17589024350207336,161.96124371952482,0.0006696478204705642
2,81,0.08683300508882773,0.1779988581134427,164.08254121277068,0.0006662995813682115
2,82,0.0865615100347132,0.1639289632439613,166.1308924979634,0.0006629680834613704
2,83,0.08612806128163937,0.16978396419235456,167.91874119705622,0.0006596532430440637
2,84,0.08643578341310802,0.1690737882689122,169.80685965485043,0.0006563549768288432
2,85,0.08623729076699262,0.16341242714915225,171.72803035974505,0.000653073201944699
2,86,0.08532202316606192,0.17107567151067074,173.84516929388045,0.0006498078359349755
2,87,0.08585254404027175,0.16820314594654628,175.9632150636779,0.0006465587967553006
2,88,0.08534230783690062,0.16958131669189344,178.08368905517787,0.0006433260027715242
2,89,0.08591745267244831,0.17080269729898823,180.1985265771548,0.0006401093727576665
2,90,0.08531307927055026,0.16338684449913685,182.31557392544218,0.0006369088258938781
2,91,0.08502340089129111,0.16486138778348122,184.4165158285035,0.0006337242817644088
2,92,0.08438777076014725,0.16331577701594238,186.50808877812491,0.0006305556603555866
2,93,0.08428652042685114,0.16915684974481981,188.48683357106316,0.0006274028820538088
2,94,0.08396894586871317,0.1641188927235142,190.60822278393638,0.0006242658676435396
2,95,0.08382987610395205,0.16437005636192137,192.72172019746571,0.0006211445383053219
2,96,0.08356121900657291,0.15953687097757097,194.838312722577,0.0006180388156137953
