target_param,epoch,valid_mae,train_mae
1.5,0,0.6636492968887411,0.3359902319628789
1.5,1,0.6367499512690369,0.2595644773282581
1.5,2,0.6254655766871668,0.23828900948099938
1.5,3,0.562491168097783,0.22226143590922728
1.5,4,0.43551433615146146,0.19646788315689404
1.5,5,0.36031569043795275,0.16931869395305021
1.5,6,0.324714748449223,0.15830230404640172
1.5,7,0.30836164791096915,0.15245638161846695
1.5,8,0.2987415333108236,0.1479110477608901
1.5,9,0.27554789986661693,0.14441439077681859
1.5,10,0.2648790658962343,0.14091276424593063
1.5,11,0.2523991039363287,0.13629037894504495
1.5,12,0.24762001769837527,0.13398287979607545
1.5,13,0.23502646963442528,0.13138364031767522
1.5,14,0.23043895793217484,0.1298960956522025
1.5,15,0.22356977069409942,0.12699865105826555
1.5,16,0.2312770022419833,0.1261068206660405
1.5,17,0.2178062021491989,0.12446793787992227
1.5,18,0.2195762898973239,0.12358852169542756
1.5,19,0.22582539783850797,0.12262120365663191
1.5,20,0.2127016936579058,0.12119065068052053
1.5,21,0.20688818491274308,0.12081611515850184
1.5,22,0.23648336946323353,0.118980440123356
1.5,23,0.2328249903455858,0.11837073109019675
1.5,24,0.20846430672913466,0.11715189688368077
1.5,25,0.21318686793568312,0.11657703198892366
1.5,26,0.20396898206203215,0.11556331542998981
1.5,27,0.2150445860480108,0.11515061718666438
1.5,28,0.19812397811041085,0.11493148900821785
1.5,29,0.18705724243835742,0.11341162828335492
1.5,30,0.20358531153009785,0.11294836509054434
1.5,31,0.1993386794722849,0.11239415698226567
1.5,32,0.18642792962892077,0.11251858443735446
1.5,33,0.19251608443997234,0.11150009530921608
1.5,34,0.1848602026941315,0.11058806369600072
1.5,35,0.18774035945534706,0.109694890744836
1.5,36,0.1775311669034343,0.10982969955728178
1.5,37,0.1865932058583023,0.10864165801413939
1.5,38,0.18384240491576098,0.10902412213593786
1.5,39,0.17827791496310183,0.10813164574794844
1.5,40,0.19634231095833163,0.10714224875706076
1.5,41,0.18624820736467199,0.10762812513901887
1.5,42,0.18427989611862813,0.1072073089504869
1.5,43,0.18085538291482517,0.10557746111403583
1.5,44,0.1736406694336604,0.10640088812405658
1.5,45,0.1704817891361252,0.10583394857452856
1.5,46,0.17181545175531862,0.1047637200642912
1.5,47,0.1778905351235661,0.10468372443413317
1.5,48,0.17914027804809232,0.10385019419627596
1.5,49,0.16915530999822,0.10391743738273536
1.5,50,0.1870852930731671,0.10375730149481367
1.5,51,0.17246049097789232,0.10266366650851998
1.5,52,0.17106980830430984,0.10217355958112213
1.5,53,0.17008161524771367,0.1039068701766433
1.5,54,0.17102848001385249,0.10143555399059916
1.5,55,0.17557306647781404,0.10234239393984985
1.5,56,0.17655616253614426,0.10083335848962854
1.5,57,0.18398830651115347,0.10196379342120197
1.5,58,0.16733064963131816,0.10054538454577683
1.5,59,0.18316275682500618,0.10071741309600779
1.5,60,0.19713225203656384,0.09939279140908934
1.5,61,0.16750038531358516,0.10080104686840742
1.5,62,0.16391422895975016,0.099745206002792
1.5,63,0.17411510714439937,0.09899463379500334
1.5,64,0.16593881600326107,0.0987723695449985
1.5,65,0.16932512278999048,0.09936968572652825
1.5,66,0.16485187042784943,0.09889375838664742
1.5,67,0.17152461894257096,0.09883559176605533
1.5,68,0.16172172918274832,0.09787081656883938
1.5,69,0.1634172288480625,0.09857799252823733
1.5,70,0.1591439070480485,0.09658894602982752
1.5,71,0.1636629113026204,0.09780815085374257
1.5,72,0.15602476522326467,0.09740384345046217
1.5,73,0.15984391817642793,0.09709406296507721
1.5,74,0.1580834473252937,0.09840354323387147
1.5,75,0.1683456992269844,0.0969955606056707
1.5,76,0.16390122252927028,0.09542544390659753
1.5,77,0.16151583579278764,0.09650586671316395
1.5,78,0.15847064126082647,0.09656846231442623
1.5,79,0.1773861754004674,0.09568648658229272
1.5,80,0.16842477287976973,0.09660082023374948
1.5,81,0.15577296748436903,0.09461497219615145
1.5,82,0.15912848807150318,0.09533295988469433
1.5,83,0.16113409792543743,0.09466607737246813
1.5,84,0.17005996245850796,0.0953893413114475
1.5,85,0.18212678780158356,0.09402611775864184
1.5,86,0.15261846011684785,0.09438725310320634
1.5,87,0.1588983481289238,0.09412330796040862
1.5,88,0.1608745988899021,0.09457831980167908
1.5,89,0.15856531899302237,0.09384365135599508
1.5,90,0.16537086689664474,0.0936707656640182
1.5,91,0.16431482220368998,0.0946000098548105
1.5,92,0.15939060622645962,0.09365252105597625
1.5,93,0.1573503405576752,0.09367622825702791
1.5,94,0.15859057125385087,0.0930163351349375
1.5,95,0.1568585774030096,0.09299923556978085
1.5,96,0.16065052351964415,0.09423355997143985
1.5,97,0.1536681043204441,0.09181157112765163
1.5,98,0.1556000093058232,0.0914774311944182
1.5,99,0.1645633673235293,0.09226147780943206
2,0,0.6685618905610934,0.3349464172535228
2,1,0.6520606091906949,0.2605601539112499
2,2,0.6360694286964274,0.2351743575342448
2,3,0.5856349876811425,0.2212407035605379
2,4,0.5495877405328137,0.21008224773220918
2,5,0.5095472528088478,0.19783581090146773
2,6,0.4727228243825256,0.17714221114585457
2,7,0.37590016168291845,0.16459572904316916
2,8,0.3256757174448301,0.1527422122356217
2,9,0.3109052363102153,0.1451552667286067
2,10,0.2781396685268289,0.1398878651413241
2,11,0.24859044684838227,0.13535492255509549
2,12,0.23501280751279607,0.1315920408070407
2,13,0.2557121846143917,0.12815927614863926
2,14,0.22656031417590314,0.12615267009097383
2,15,0.23525139096603595,0.12386433851401557
2,16,0.21540576692229954,0.12193064464095671
2,17,0.2105298963605717,0.12033200413880747
2,18,0.22053091019712467,0.1182834865564792
2,19,0.21860730471790477,0.11702729660443358
2,20,0.20875944838088042,0.11525286886875304
2,21,0.19674014260051068,0.11435547831070235
2,22,0.19222846523087514,0.11307197602922549
2,23,0.1915472526383656,0.11228822186981124
2,24,0.19097531646970778,0.1109874436433866
2,25,0.19349843243597656,0.10991602685236392
2,26,0.1869625632240568,0.10886833317671829
2,27,0.19912366016257196,0.10828513961133217
2,28,0.17733246612773154,0.10735403932750487
2,29,0.21726841022891386,0.10707021430246282
2,30,0.19215542422507403,0.10588259133634748
2,31,0.17727729582017468,0.10501142176892082
2,32,0.1973611143647983,0.10417056889112926
2,33,0.18603772613950953,0.10511509890940696
2,34,0.1763584318180238,0.10307116048545546
2,35,0.1809124885307205,0.10371774554998153
2,36,0.19824848512327806,0.1022712806204279
2,37,0.16576149687170982,0.10206946846904569
2,38,0.1744768023490906,0.10053412942504526
2,39,0.18093184934508413,0.1007324438673552
2,40,0.1839482009170517,0.10026055079304774
2,41,0.1657257762246875,0.09947304621494961
2,42,0.16858127460845052,0.09942656735215964
2,43,0.18911188472342746,0.09907638958938254
2,44,0.16540653703193517,0.09923755434242758
2,45,0.17762544795229873,0.09751778398954088
2,46,0.16965506834689004,0.09785319487521449
2,47,0.1671008387961054,0.09666526046622781
2,48,0.16342864313753702,0.09638174851053626
2,49,0.16367296846483345,0.09629605248688344
2,50,0.1677410851322835,0.09680175500877504
2,51,0.15953873730795362,0.09578445982781385
2,52,0.15871820642903287,0.09624727238077162
2,53,0.16638922663305397,0.09537487504942076
2,54,0.16098033268285053,0.09454739898099129
2,55,0.16057331980236114,0.09454238738785808
2,56,0.15714741133714236,0.09424184795300977
2,57,0.1606814808422519,0.09350088642388817
2,58,0.1615197183063594,0.09329331683913739
2,59,0.1651655153561664,0.09332657757702868
2,60,0.1591151679956144,0.09272468574974359
2,61,0.15718783622467394,0.09296527177713497
2,62,0.1553373376848877,0.09237577844078987
2,63,0.1583882346348737,0.09153435695960221
2,64,0.15561701818018828,0.09279394923831397
2,65,0.15365099726665407,0.09159275972074694
2,66,0.1540207373759439,0.09127559426511639
2,67,0.15637290814230517,0.09129840619376202
2,68,0.1593291931735572,0.09093023755846297
2,69,0.17116267398320217,0.09046748457590004
2,70,0.15442257658928954,0.09023896959383877
2,71,0.15248622737264123,0.09055373156576663
2,72,0.1539533111036465,0.09002309899816203
2,73,0.155955727662771,0.08952928709233827
2,74,0.15205273909434194,0.08973694146826448
2,75,0.15444840082237798,0.08888121113031365
2,76,0.156891649248459,0.09049401388308272
2,77,0.15951421456311343,0.08899190932869122
2,78,0.15173696346020185,0.08946671853348158
2,79,0.15238438726913545,0.08866326574388289
2,80,0.15715557885586573,0.08844285460715884
2,81,0.15195851596773313,0.08850183624751119
2,82,0.15289971544857953,0.08859683018076585
2,83,0.15346925857887475,0.08739780847310565
2,84,0.1568075558671387,0.08804282782766992
2,85,0.16342664173533838,0.08757449847422834
2,86,0.1513457480938204,0.08758169240884757
2,87,0.15046319021012192,0.0871216848903623
2,88,0.14801649721239205,0.08708323278799514
2,89,0.14671561566572036,0.08656265359528816
2,90,0.15317960772463068,0.08698635906146746
2,91,0.1585614711687129,0.08655298129281669
2,92,0.1503677962207666,0.08677253032631664
2,93,0.14835366502564448,0.08674612388839982
2,94,0.1472086076053881,0.08545486690420386
2,95,0.1470016847935415,0.08613877582427705
2,96,0.15429595793767645,0.0852824126266506
2,97,0.15818901980916658,0.085781210305849
2,98,0.1525689510488382,0.0870878829284053
2,99,0.18033560766007306,0.08542878384729193
3,0,0.669262905274668,0.35663073584007215
3,1,0.6503149561023199,0.26184924437827956
3,2,0.615506917398463,0.23485181196609697
3,3,0.570708417764274,0.2160539860071116
3,4,0.5351139263760659,0.1973630199772388
3,5,0.49751059438592643,0.1807679703934264
3,6,0.4501483454819648,0.16624344077526024
3,7,0.40235375060189166,0.1561648402763706
3,8,0.3158994360316184,0.14705561921844781
3,9,0.31592402222656424,0.13876392258865247
3,10,0.280175848193066,0.13268876296060053
3,11,0.25963658462929473,0.12860540941481863
3,12,0.25421158881277167,0.12525607076642184
3,13,0.23722713584861443,0.12163964548101029
3,14,0.2611346249618839,0.11867664402809976
3,15,0.2395038756151353,0.11642312524198652
3,16,0.22636939128560407,0.11491712492125811
3,17,0.21116754300491783,0.11238484143866728
3,18,0.20677161649350204,0.11071461727470323
3,19,0.19237300561320395,0.10983308515717949
3,20,0.19691617570577125,0.10804082141814379
3,21,0.2113281037378055,0.1063320634375659
3,22,0.19081185269419862,0.10500217308141942
3,23,0.17762233332921099,0.10349251406204757
3,24,0.18436998577528105,0.10265524603819925
3,25,0.18830717270893435,0.10079694999852229
3,26,0.1777953875641669,0.1005087066820118
3,27,0.16538551589974793,0.09957166555500292
3,28,0.16630275795857116,0.09855974006657932
3,29,0.16060167559052027,0.09713337645460351
3,30,0.16218418724113898,0.09701402601661495
3,31,0.16287229278235024,0.09530956736035594
3,32,0.16183635448255845,0.09551468902076954
3,33,0.1778309291168567,0.09474203545860638
3,34,0.14462173646015505,0.09445145088993694
3,35,0.1470700484370032,0.09296575406721985
3,36,0.15286299033511067,0.0923369644651409
3,37,0.1474093212395586,0.09234289948581399
3,38,0.16414685014595265,0.09128968794076452
3,39,0.16603569506156826,0.09032609595054737
3,40,0.14818346211987157,0.09055411820581692
3,41,0.14087751423639636,0.08999094334529562
3,42,0.1399279252816272,0.08922494212569694
3,43,0.13791740265104077,0.08877456252241533
3,44,0.13924661338809996,0.0892873542884718
3,45,0.14701143876519251,0.0886336087094099
3,46,0.13600284409939603,0.08658080741600634
3,47,0.13335466781450858,0.08781642715136216
3,48,0.13252600018055208,0.08670788846777779
3,49,0.13831446916666082,0.08719743124747197
3,50,0.1415975649029978,0.08547494695409387
3,51,0.13186497265292751,0.08565220831614002
3,52,0.1420942015785684,0.08518522368178094
3,53,0.17266722760533773,0.08676671225602288
3,54,0.18075450245411162,0.08408286214919841
3,55,0.1304847568433772,0.08539851539447074
3,56,0.1464763519664605,0.08444351092799744
3,57,0.13336479920212943,0.08470565668150537
3,58,0.1587015809791704,0.08211157080172374
3,59,0.129423056959465,0.08324246809064946
3,60,0.1280676491398324,0.08245914239298587
3,61,0.1306313474171905,0.08227766737873947
3,62,0.12904512974363502,0.08308192055137935
3,63,0.12771884135661582,0.08130834798209301
3,64,0.1304122747112346,0.08129208076483217
3,65,0.1295050960634985,0.08148841329216823
3,66,0.12537569957234526,0.0808836317842005
3,67,0.1284474847858311,0.0805793251099114
3,68,0.13186796766615683,0.08033732195644262
3,69,0.13492649056578196,0.07967278092497428
3,70,0.13728362566200636,0.0801096654319664
3,71,0.1267291730049477,0.0806238778088435
3,72,0.12560250634147274,0.07939834477607323
3,73,0.12368234699612024,0.07944635027987292
3,74,0.12467826538348713,0.07963163223733291
3,75,0.12441181627813207,0.07922021325965174
3,76,0.1278648498237774,0.07905299803857391
3,77,0.14618887475902032,0.07828801105295537
3,78,0.12291923609952775,0.07859669512176409
3,79,0.15421846885514512,0.07770652958144735
3,80,0.12071489270335883,0.07778525591989423
3,81,0.16542075306016912,0.07829690125076112
3,82,0.12305787257770055,0.07871345635873915
3,83,0.15407905311033285,0.07699621396538713
3,84,0.1307107132849514,0.07758556953767747
3,85,0.12253297128344094,0.07697647075278902
3,86,0.12404181219397055,0.07729356396630306
3,87,0.15459723498231617,0.07616009572287868
3,88,0.12311738809590704,0.07756587578454077
3,89,0.12520128336324488,0.07612630888112393
3,90,0.12410506670193004,0.07617757090434879
3,91,0.12382961681453132,0.07579032378460393
3,92,0.12611856708122834,0.0758717971060785
3,93,0.12287305812201192,0.07607139841754366
3,94,0.1645987690776907,0.07606866105559387
3,95,0.12446164824469112,0.07576758302118956
3,96,0.12266133116778503,0.07486977515814269
3,97,0.12495501419549347,0.07923122254149105
3,98,0.12301454296515836,0.07540715471872271
3,99,0.12358856769979638,0.07565528682779736
4,0,0.6510755323594617,0.3711315639793354
4,1,0.5403437660906905,0.2441764553215914
4,2,0.47641129791736603,0.19614991059804385
4,3,0.33746753841318106,0.17143808756567666
4,4,0.3265037266637689,0.15648683116257334
4,5,0.26617917418479914,0.1469077480535159
4,6,0.23838018201371677,0.14023302136411625
4,7,0.2567888201885326,0.1362807313942083
4,8,0.2301452955411327,0.13144667899191878
4,9,0.2108106185351648,0.12724487353829153
4,10,0.21667244878186978,0.12295458720857973
4,11,0.20591721179023856,0.1209881194198719
4,12,0.23182483321876934,0.11832667779522321
4,13,0.20622974818432202,0.11622001185156176
4,14,0.1919687818936123,0.11345277346554328
4,15,0.1920793907296273,0.11197651282465815
4,16,0.20140168279088955,0.10957541307986028
4,17,0.1914719562296586,0.10784033152259058
4,18,0.19896759341160455,0.1074266294565035
4,19,0.19543332626582477,0.10442183951944634
4,20,0.1776843343771273,0.10340933866523278
4,21,0.17174988095798796,0.10224216960582418
4,22,0.17171489371247184,0.10130659307147895
4,23,0.18570309284553735,0.1008447897973952
4,24,0.18050559057343388,0.09875884781650739
4,25,0.17868184318305344,0.0979054315329897
4,26,0.17844705127419966,0.10029642368984037
4,27,0.17614155555123923,0.096351843989186
4,28,0.16122855069816752,0.09520630971766553
4,29,0.161092655472858,0.0947599562364102
4,30,0.1573191079641542,0.09369249503461369
4,31,0.15440572037171293,0.09332363346027277
4,32,0.19563540131334334,0.09156847184594429
4,33,0.15181183382388083,0.09099704053301522
4,34,0.1699241460250911,0.0907227009095161
4,35,0.17337446639774945,0.09072173373430793
4,36,0.16157353072557398,0.09120724973803856
4,37,0.15341916504085706,0.08849710325463755
4,38,0.15872419024667428,0.09097968178817367
4,39,0.1656193721999404,0.08913548065635012
4,40,0.15095020522193237,0.0898282099001449
4,41,0.15684497144113307,0.08848882832791227
4,42,0.14872869584829573,0.0887829676335798
4,43,0.14241736230029856,0.08834012159398669
4,44,0.1422223863342116,0.0861583338229605
4,45,0.16234367408899852,0.08636990441648605
4,46,0.1578204828484725,0.08563642460125644
4,47,0.1446779706385187,0.08869284365357223
4,48,0.14199553325932512,0.08625386512993825
4,49,0.14138826844032093,0.08754744979371527
4,50,0.14126490016457857,0.08472724450938914
4,51,0.13178147760129746,0.08420029293243154
4,52,0.13990983687421324,0.08269620440089472
4,53,0.13879766555563092,0.08304255693332113
4,54,0.13377669461632283,0.08265332787311404
4,55,0.16160308806005344,0.08252187302626429
4,56,0.13152818065336955,0.08184548856175589
4,57,0.22039138037030423,0.08302095544603945
4,58,0.14166019524457638,0.0858956608217969
4,59,0.1332073431982789,0.08439505530845066
4,60,0.12607281198424677,0.08216475157088284
4,61,0.13753920296827948,0.0802635631743266
4,62,0.12830773596802064,0.07951431183802778
4,63,0.134075861664549,0.07983595291015196
4,64,0.14041729255389143,0.07927787220370361
4,65,0.12951354189745837,0.07752130498565205
4,66,0.1439906561807279,0.07822853029220313
4,67,0.2063104938515412,0.07785336147083387
4,68,0.13228465184088675,0.0780822682989531
4,69,0.12258403379750508,0.07626010484233593
4,70,0.137346279276635,0.07707639738856821
4,71,0.13207541422177385,0.07619410402226941
4,72,0.12457877617850095,0.076264470943897
4,73,0.12674749021728834,0.0760783819772059
4,74,0.12460132487999494,0.07685017089686229
