target_param,epoch,train_mae,valid_mae,minutes,lr,minutes:
inf,0,0.33651340662515494,0.342306683941554,,0.001,3.914155925644769
inf,1,0.19407798517762223,0.23697335857857937,,0.00099,7.802812027931213
inf,2,0.15994299595519632,0.215057401246922,,0.0009801,11.628180379337735
inf,3,0.1420112478715858,0.17902068937978435,,0.000970299,15.421311856640708
inf,4,0.13147063692245106,0.16772499103699964,,0.00096059601,19.262150294250915
inf,5,0.12331920108059558,0.15704351895919413,,0.0009509900499,23.179540399710337
inf,6,0.11637908281144715,0.15465536965958535,,0.000941480149401,27.025848257541654
inf,7,0.11087497005305637,0.1425111450014576,,0.0009320653479069902,30.781182609664068
inf,8,0.10547162327968802,0.13590713946889801,,0.0009227446944279199,34.55788412888845
inf,9,0.10080782275488427,0.13710465766890076,,0.0009135172474836409,38.375708337624864
inf,10,0.09664719351239766,0.12885292078698837,,0.0009043820750088043,42.21298411157397
inf,11,0.0925205488005638,0.12458471985914372,,0.000895338254258716,46.05022469626533
inf,12,0.0900104734708107,0.12196726516209622,,0.0008863848717161291,49.87671404679617
inf,13,0.0868063555878658,0.11931211265024318,,0.0008775210229989678,53.671056017610766
inf,14,0.08446028779874325,0.11694394396517867,,0.0008687458127689781,57.5526969909668
inf,15,0.08186878397047644,0.11143956389478459,,0.0008600583546412884,61.44404971599579
inf,16,0.08045970956777604,0.11228871934356228,,0.0008514577710948754,65.24514647457335
inf,17,0.07791190479497945,0.10886551423739362,,0.0008429431933839267,69.0687172849973
inf,18,0.0762679838042357,0.10261817661023907,,0.0008345137614500872,72.86099693377814
inf,19,0.07455268384909074,0.10364354117422976,,0.0008261686238355863,76.64179207351471
inf,20,0.07316988598820566,0.10123440418993272,,0.0008179069375972306,80.34912071890301
inf,21,0.07182918770785567,0.09927783762255023,,0.0008097278682212581,84.09902526140213
inf,22,0.07023120248084506,0.09946638213530663,,0.0008016305895390457,87.84504024320178
inf,23,0.06895825257598524,0.09732809646796155,,0.0007936142836436553,91.6667113688257
inf,24,0.06805152971570706,0.09520065828516917,,0.0007856781408072188,95.52402065727445
inf,25,0.06692491893759907,0.09427401451494104,,0.0007778213593991466,99.28072915607028
inf,26,0.06600779728190947,0.0926588234161177,,0.0007700431458051549,103.0698971947034
inf,27,0.0649379984775758,0.09243287927200718,,0.0007623427143471036,106.89412354893153
inf,28,0.06390482567765281,0.09198571777632158,,0.0007547192872036326,110.6944932632976
inf,29,0.06332738742611464,0.09085394858673053,,0.000747172094331596,114.45121235317656
inf,30,0.06231945998901378,0.08802411204544447,,0.0007397003733882801,118.3040409869618
inf,31,0.06164669492400465,0.08867451236132652,,0.0007323033696543972,122.01259724034202
inf,32,0.06084874607917339,0.08973863212171422,,0.0007249803359578532,125.68230784866545
inf,33,0.06004012884643432,0.08531627747961272,,0.0007177305325982747,129.47169016732113
inf,34,0.05941659602244385,0.08467912329460985,,0.0007105532272722919,133.2510280635622
inf,35,0.058728638759230505,0.08217055707048344,,0.000703447694999569,136.9628406908777
inf,36,0.058190482643289375,0.08445518247542842,,0.0006964132180495732,140.65102367533578
inf,37,0.05755271432454925,0.08197811570379043,,0.0006894490858690775,144.35853098101086
inf,38,0.05708107965093714,0.08286577010507225,,0.0006825545950103867,148.08170363240768
inf,39,0.05638480657440411,0.08192099462593756,,0.000675729049060283,151.9749831120173
inf,40,0.05579742396826645,0.08138615069209888,,0.00066897175856968,155.81455887291168
inf,41,0.05557522419995419,0.08256869322510176,,0.0006622820409839832,159.64492595063317
inf,42,0.054868140359649493,0.07952309880525835,,0.0006556592205741433,163.49257809718452
inf,43,0.0545662324576901,0.07776729676431865,,0.0006491026283684018,167.28377330568102
inf,44,0.054011334429949286,0.0795524569969344,,0.0006426116020847179,171.12628324429193
