epoch,train_mae,valid_mae,minutes,lr,minutes:,experiment_name
0.0,0.35458730009219697,0.2707330609622757,,0.002,1.9250242471694947,full-ds-raw-data
1.0,0.23948273697484715,0.22173923235190535,,0.002,3.844003629684448,full-ds-raw-data
2.0,0.21848799295669646,0.2089979269316323,,0.002,5.39551641146342,full-ds-raw-data
3.0,0.20830209196178698,0.2038255599611684,,0.002,7.323741920789082,full-ds-raw-data
4.0,0.19993166772090568,0.190233290226836,,0.002,9.203762515385943,full-ds-raw-data
5.0,0.18856259493244693,0.18542928457260133,,0.002,11.10217126607895,full-ds-raw-data
6.0,0.18410035473587086,0.18843375115018127,,0.002,13.020003684361775,full-ds-raw-data
7.0,0.17935863919959594,0.18315545006802225,,0.002,14.944578274091086,full-ds-raw-data
8.0,0.17624541146794995,0.17977147795652096,,0.002,16.872402902444204,full-ds-raw-data
9.0,0.17367976132632373,0.1707024204103573,,0.002,18.800340147813166,full-ds-raw-data
10.0,0.17157992605617542,0.17125639090412556,,0.002,20.70633993148804,full-ds-raw-data
11.0,0.1698393736081704,0.1698383402196985,,0.002,22.6381597161293,full-ds-raw-data
12.0,0.17139996255374731,0.16867152982636502,,0.002,24.577075692017875,full-ds-raw-data
13.0,0.16632155632929668,0.16461470189847446,,0.002,26.509195987383524,full-ds-raw-data
14.0,0.16454992960761924,0.16469609737396235,,0.002,28.441573524475093,full-ds-raw-data
15.0,0.16359454181233593,0.16644264977229278,,0.002,30.376258313655853,full-ds-raw-data
16.0,0.16148600291581786,0.16087755137368268,,0.002,32.09418197472891,full-ds-raw-data
17.0,0.15930005156229962,0.16028179269087947,,0.002,33.04332616329193,full-ds-raw-data
18.0,0.15847327624067728,0.15948735851990545,,0.002,33.991953519980115,full-ds-raw-data
19.0,0.1572680713891284,0.16021524639506085,,0.002,35.86243246396383,full-ds-raw-data
20.0,0.15617670872608433,0.1566247069208245,,0.002,37.7667481859525,full-ds-raw-data
21.0,0.15465992276930013,0.1588047138640758,,0.002,39.690803758303325,full-ds-raw-data
22.0,0.15422822810400155,0.1560749250022989,,0.002,41.18164428472519,full-ds-raw-data
23.0,0.15281631984152833,0.15512572167735342,,0.002,42.31702957153321,full-ds-raw-data
24.0,0.15240730256151566,0.1538216269800538,,0.002,43.45962862173715,full-ds-raw-data
25.0,0.15682771205162405,0.1570544617270168,,0.002,44.8765206694603,full-ds-raw-data
26.0,0.15424841478641793,0.15453922977573006,,0.002,46.808096448580415,full-ds-raw-data
27.0,0.15283351996073002,0.15423851824120466,,0.002,48.7411921898524,full-ds-raw-data
28.0,0.15067000524393048,0.15215960501055958,,0.002,50.674847916762026,full-ds-raw-data
29.0,0.1492627652577169,0.15354582039933445,,0.002,52.576033469041185,full-ds-raw-data
30.0,0.1497167639320023,0.15186709029109854,,0.002,54.50561933517456,full-ds-raw-data
31.0,0.14817922499824268,0.15225929432793672,,0.002,56.43445619344711,full-ds-raw-data
32.0,0.14760163007808386,0.1494329922293363,,0.002,58.36848836739858,full-ds-raw-data
33.0,0.1471939322602553,0.15092499823946698,,0.002,60.29639371236166,full-ds-raw-data
34.0,0.1462618947593955,0.1494344490295963,,0.002,62.231936760743466,full-ds-raw-data
35.0,0.1468651095532987,0.14839697982135586,,0.002,64.16428861618041,full-ds-raw-data
36.0,0.14583021871382487,0.1518141047578109,,0.002,66.09034716685613,full-ds-raw-data
37.0,0.14531087476948504,0.14977583133860642,,0.002,67.9560872832934,full-ds-raw-data
38.0,0.14491297244447365,0.1516851977925552,,0.002,69.85241994857788,full-ds-raw-data
39.0,0.14477348318222624,0.14727430409506762,,0.002,71.77722676197688,full-ds-raw-data
40.0,0.1439921106867466,0.14799385712334984,,0.002,73.67948180437087,full-ds-raw-data
41.0,0.144412220395187,0.14859020796261338,,0.002,75.60111573139827,full-ds-raw-data
42.0,0.14332336702447926,0.1450205460661337,,0.002,77.53409841060639,full-ds-raw-data
43.0,0.14298572174747493,0.14612116548575854,,0.002,79.46671245098112,full-ds-raw-data
44.0,0.14272242568984694,0.14947711717141302,,0.002,81.10642587741216,full-ds-raw-data
45.0,0.142836013859279,0.14595525669424156,,0.002,82.43932180404663,full-ds-raw-data
46.0,0.14226808553622095,0.1481221348988382,,0.002,84.07289024988809,full-ds-raw-data
47.0,0.14228421498076554,0.14694854839852006,,0.002,86.00519332091015,full-ds-raw-data
48.0,0.14201337131016,0.14518405413941346,,0.002,87.93765646219255,full-ds-raw-data
49.0,0.14180487224206845,0.14812602474501246,,0.002,89.85452898740769,full-ds-raw-data
50.0,0.14108335489023918,0.1439995000707477,,0.002,91.77558936278022,full-ds-raw-data
51.0,0.14197499365192762,0.1438327149027272,,0.002,93.69013355970381,full-ds-raw-data
52.0,0.14062988153904235,0.14418848980414248,,0.002,95.60678081512451,full-ds-raw-data
53.0,0.14034663036882544,0.1458754298561497,,0.002,97.5425729672114,full-ds-raw-data
54.0,0.1423431371039429,0.14585133016109475,,0.002,98.80679007768632,full-ds-raw-data
55.0,0.14057802978822367,0.14796256129678922,,0.002,100.723901339372,full-ds-raw-data
56.0,0.13995793808103707,0.14495814312445485,,0.002,102.63483127752941,full-ds-raw-data
57.0,0.13983322436911194,0.14506960269651928,,0.002,103.84077332019804,full-ds-raw-data
58.0,0.1392764974627577,0.14439191898232998,,0.002,105.58985523382825,full-ds-raw-data
59.0,0.13939661549115093,0.14514002341973167,,0.002,107.43431110779444,full-ds-raw-data
60.0,0.13939015611347194,0.14432849098193018,,0.002,109.36581270694731,full-ds-raw-data
61.0,0.1390978587986329,0.14370632516710385,,0.002,111.29153188467026,full-ds-raw-data
62.0,0.13872782362873814,0.14274336298829635,,0.002,113.20130318800608,full-ds-raw-data
63.0,0.13827036940475887,0.14535778522491444,,0.002,115.13383844693503,full-ds-raw-data
64.0,0.13913749881586332,0.14770341044978094,,0.002,117.0685974240303,full-ds-raw-data
65.0,0.1382189833152272,0.14438411478933538,,0.002,118.99740883111954,full-ds-raw-data
66.0,0.13781450887207294,0.1433780321321989,,0.002,120.92308680613836,full-ds-raw-data
67.0,0.1377306134853557,0.14216885987081027,,0.002,122.84634284575779,full-ds-raw-data
68.0,0.13756376480354202,0.14248892893916687,,0.002,124.78056703408559,full-ds-raw-data
69.0,0.13742657717223206,0.14243575800406316,,0.002,126.51138643423715,full-ds-raw-data
70.0,0.13704173158289404,0.14184144336926324,,0.002,128.43675175905227,full-ds-raw-data
71.0,0.13720348293788845,0.14420606959807247,,0.002,130.31051288843156,full-ds-raw-data
72.0,0.13680839268927755,0.1445470312865157,,0.002,132.222436718146,full-ds-raw-data
73.0,0.13703038830256312,0.14544681356141442,,0.002,134.13349954684574,full-ds-raw-data
74.0,0.13702288156355108,0.1432365601627451,,0.002,136.06840779383978,full-ds-raw-data
75.0,0.13665759091396604,0.14134081487592903,,0.002,137.26250426769258,full-ds-raw-data
76.0,0.13655840666352725,0.14411006036557655,,0.002,139.15992216269171,full-ds-raw-data
77.0,0.1367170709329871,0.1428178686844674,,0.002,141.0886089960734,full-ds-raw-data
78.0,0.1361423997134507,0.14193546064590154,,0.002,142.92268720467885,full-ds-raw-data
79.0,0.1363599885066817,0.14166243319448668,,0.002,144.81202066342038,full-ds-raw-data
80.0,0.13638164376712195,0.1432297596805974,,0.002,146.74468979040782,full-ds-raw-data
81.0,0.13578298562525762,0.14196126006151505,,0.002,148.6789024790128,full-ds-raw-data
82.0,0.13575411266865847,0.14288888899903565,,0.002,150.61590847969057,full-ds-raw-data
83.0,0.13684488316520468,0.14384975836465236,,0.002,152.23296109835306,full-ds-raw-data
84.0,0.1358963538983344,0.14261084203657345,,0.002,154.0508816043536,full-ds-raw-data
85.0,0.13560029278620273,0.1444710745936946,,0.002,155.95596829652789,full-ds-raw-data
86.0,0.13566107473030206,0.14358220368623728,,0.002,157.88372912406922,full-ds-raw-data
87.0,0.1321604841318157,0.14042741979423312,,0.0015,159.79732740322746,full-ds-raw-data
88.0,0.13160023795582002,0.1389502184014571,,0.0015,161.31390576759975,full-ds-raw-data
89.0,0.1313911741599442,0.13951407584704836,,0.0015,162.47635953823726,full-ds-raw-data
90.0,0.13106180713360724,0.13942817628383625,,0.0015,164.40783017079036,full-ds-raw-data
91.0,0.13112273238034433,0.13854304167785145,,0.0015,165.9669485052427,full-ds-raw-data
92.0,0.13072475656826688,0.13997016578912724,,0.0015,166.92100496292113,full-ds-raw-data
93.0,0.1305721082694372,0.1396251549689394,,0.0015,168.17038524945576,full-ds-raw-data
94.0,0.13077028428577586,0.14065091117432246,,0.0015,170.10466437737148,full-ds-raw-data
95.0,0.13045530765912486,0.1385309516756159,,0.0015,172.03333039283748,full-ds-raw-data
96.0,0.13015851407355564,0.14025715197387495,,0.0015,173.96730593840283,full-ds-raw-data
97.0,0.13029574445492514,0.13836403253831356,,0.0015,175.8530674775442,full-ds-raw-data
98.0,0.1300279799519304,0.1387396814321216,,0.0015,177.54478223323818,full-ds-raw-data
99.0,0.13017166270084327,0.13921483598257378,,0.0015,179.48136557340618,full-ds-raw-data
100.0,0.12992583528255175,0.13788489892294528,,0.0015,181.10731215874355,full-ds-raw-data
101.0,0.1298990433343052,0.13850439961019315,,0.0015,182.9587253570557,full-ds-raw-data
102.0,0.12991473205145532,0.1395304702614482,,0.0015,184.83426502545674,full-ds-raw-data
103.0,0.13039690080613206,0.13965592643148028,,0.0015,186.7631219665209,full-ds-raw-data
104.0,0.1296205393606899,0.13760850882843925,,0.0015,188.41113368670142,full-ds-raw-data
105.0,0.1295139340226564,0.13855917660813574,,0.0015,189.93498222033185,full-ds-raw-data
106.0,0.1292657172979806,0.1370178813055942,,0.0015,191.0008226354917,full-ds-raw-data
107.0,0.12924050034060813,0.13942305842512528,,0.0015,191.9548242052396,full-ds-raw-data
108.0,0.12938419299785187,0.1369447832515366,,0.0015,193.35822490851086,full-ds-raw-data
109.0,0.12919294494557254,0.13715556362741874,,0.0015,195.29279029369357,full-ds-raw-data
110.0,0.12925521075550725,0.13812413417979275,,0.0015,197.19711036284764,full-ds-raw-data
111.0,0.12884885886018366,0.137175160442528,,0.0015,199.09863252242405,full-ds-raw-data
112.0,0.12893032716983902,0.13787787779381394,,0.0015,200.50142720540364,full-ds-raw-data
113.0,0.12904842676332598,0.1376910928832858,,0.0015,202.08467696905137,full-ds-raw-data
114.0,0.1285859942167243,0.13727966928168356,,0.0015,203.04828776915866,full-ds-raw-data
115.0,0.12856261376358774,0.13814166596061309,,0.0015,204.38980487187703,full-ds-raw-data
116.0,0.1284309443059489,0.14044061505480845,,0.0015,206.24150067965192,full-ds-raw-data
117.0,0.12889846392809695,0.13844817723098546,,0.0015,207.2689789533615,full-ds-raw-data
118.0,0.12838067899421107,0.1373565790998309,,0.0015,208.22326907316844,full-ds-raw-data
119.0,0.12835449203243646,0.1383310056203289,,0.0015,209.17691962718965,full-ds-raw-data
120.0,0.12579071886218848,0.13595950647404315,,0.001125,210.17428922255837,full-ds-raw-data
121.0,0.12542298608308244,0.13765485129858313,,0.001125,212.04680515527724,full-ds-raw-data
122.0,0.1255151220372064,0.13608148560712213,,0.001125,213.16304093996686,full-ds-raw-data
123.0,0.1252494891298536,0.1352566392798173,,0.001125,214.16745600700375,full-ds-raw-data
124.0,0.12515563251524622,0.13438484400510795,,0.001125,216.10287747383117,full-ds-raw-data
125.0,0.12522459394947388,0.1363283166446184,,0.001125,217.6686547954877,full-ds-raw-data
126.0,0.12494475983540512,0.1367142391832253,,0.001125,219.5590145985285,full-ds-raw-data
127.0,0.1249608609502604,0.1358012205362318,,0.001125,221.49434167146683,full-ds-raw-data
128.0,0.12479400887601234,0.13540322573561414,,0.001125,223.4288205107053,full-ds-raw-data
129.0,0.12474545490817028,0.13592186312926444,,0.001125,225.31272986332576,full-ds-raw-data
130.0,0.1244863821697904,0.13614568835810606,,0.001125,227.1952884157499,full-ds-raw-data
131.0,0.12459517334880367,0.1356567837376343,,0.001125,228.9801591674487,full-ds-raw-data
132.0,0.12441104829028975,0.13602685406019807,,0.001125,230.41393907864892,full-ds-raw-data
133.0,0.12440599141043995,0.13458373083880076,,0.001125,232.23049329916643,full-ds-raw-data
134.0,0.12433932109698925,0.13447005612285515,,0.001125,233.6535420735677,full-ds-raw-data
135.0,0.12422830586251038,0.13565689239062764,,0.001125,235.08687555789948,full-ds-raw-data
136.0,0.12233215561035732,0.13367002469928654,,0.0008437500000000001,237.02051504453027,full-ds-raw-data
137.0,0.12218137961620687,0.13305970585659924,,0.0008437500000000001,238.9571441531181,full-ds-raw-data
138.0,0.12208599666812685,0.13393801149569054,,0.0008437500000000001,240.78876133759815,full-ds-raw-data
139.0,0.12190624674452658,0.1342697228256025,,0.0008437500000000001,242.71024643977486,full-ds-raw-data
140.0,0.1219157969195812,0.13442880376389152,,0.0008437500000000001,244.62888614734013,full-ds-raw-data
141.0,0.12168371108854842,0.13336320237109547,,0.0008437500000000001,246.55488931338,full-ds-raw-data
