target_param,epoch,train_mae,valid_mae,minutes,lr
2,0,0.34130161776039497,0.6521914074177383,2.011168830924564,0.001
2,1,0.25449765908340866,0.6532547973817394,4.1000471115112305,0.000995
2,2,0.23546478360961443,0.6227524549730363,6.081919478045569,0.000990025
2,3,0.21979152679965855,0.5543658779833908,8.048265523380705,0.000985074875
2,4,0.2053905697250712,0.5242811109750501,10.140643665525648,0.0009801495006249998
2,5,0.1887443282135485,0.47749891716946835,12.23032369481193,0.000975248753121875
2,6,0.17409605165851483,0.41898584461981253,14.154563265376622,0.0009703725093562657
2,7,0.1635251710554179,0.3627186997603345,15.977567394574484,0.0009655206468094842
2,8,0.15494309064348935,0.3452088889736001,17.731281631522705,0.0009606930435754366
2,9,0.14804867163112542,0.32042174161441866,19.54554579787784,0.0009558895783575596
2,10,0.1423415750510448,0.2976682475337418,21.56324979596668,0.0009511101304657721
2,11,0.13834901352691578,0.28423963062545304,23.40445488956239,0.000946354579813443
2,12,0.13487447408598052,0.2822946128185077,25.251590361860067,0.0009416228069143756
2,13,0.13187959006461203,0.2796816120064387,27.09982359276877,0.0009369146928798038
2,14,0.12948482601190694,0.2693665291993849,28.837597544988,0.0009322301194154047
2,15,0.1276703718217336,0.2610915668549076,30.64955845673879,0.0009275689688183278
2,16,0.12539697663572988,0.26139837343205685,32.257750030358636,0.0009229311239742359
2,17,0.1237403259735879,0.2555676239632791,33.86522083150015,0.0009183164683543649
2,18,0.12195161529329814,0.24342105273277528,35.469265694088406,0.0009137248860125931
2,19,0.12022745817969797,0.25276563757209364,37.07547572718726,0.0009091562615825303
2,20,0.11902905592003099,0.24817568247997637,38.77239300674862,0.0009046104802746176
2,21,0.11840004696948203,0.23558712646525395,40.449612726105585,0.0009000874278732446
2,22,0.1162053102598325,0.24306001450105374,42.05979135963653,0.0008955869907338784
2,23,0.11491281202117527,0.23333115851686848,43.66761903630362,0.0008911090557802087
2,24,0.11397838198574063,0.23271958578017457,45.324860823154445,0.0008866535105013078
2,25,0.1128304674902838,0.23329783847896005,47.0545788023207,0.0008822202429488011
2,26,0.11202050446794916,0.2499480531901442,48.71243827607896,0.0008778091417340573
2,27,0.11111940204084038,0.22600693752368284,50.70110627677706,0.000873420096025387
2,28,0.11061853669808408,0.22522360863544608,52.74676407443153,0.0008690529955452602
2,29,0.1093098666373165,0.22727501079920795,54.67389642132653,0.0008647077305675338
2,30,0.10818560779419699,0.2230597208103826,56.7568330221706,0.0008603841919146961
2,31,0.10798310540554372,0.22556612680676166,58.6571696917216,0.0008560822709551227
2,32,0.1064873317386799,0.21667480741136816,60.6212820397483,0.0008518018596003471
2,33,0.1063250069364487,0.21490117795364835,62.69810991684596,0.0008475428503023452
2,34,0.1053969650578112,0.20818109417794853,64.72065764798059,0.0008433051360508334
2,35,0.10496413404898992,0.21724348090669163,66.55618248913022,0.0008390886103705793
2,36,0.10438556819739993,0.20708782714541243,68.40087330738704,0.0008348931673187263
2,37,0.10351391293240679,0.21076671707053338,70.23900430732303,0.0008307187014821327
2,38,0.10299014134114688,0.20516688801268101,72.1181763238377,0.0008265651079747222
2,39,0.10223861040915065,0.2175968742018105,74.1880480117268,0.0008224322824348485
2,40,0.10146014103241817,0.21836881772164377,76.03745015594694,0.0008183201210226742
2,41,0.10141360969058667,0.20901033730917076,77.88625268936157,0.0008142285204175609
2,42,0.10047357035245245,0.20430760037514473,79.85263249874113,0.0008101573778154732
2,43,0.10012935563485437,0.19880024808388885,81.94141834312013,0.0008061065909263958
2,44,0.09943572780675365,0.20003253317648373,83.96920249991946,0.0008020760579717638
2,45,0.09907770706772785,0.1973333796986969,86.05613334443835,0.000798065677681905
2,46,0.09854336143151692,0.1919083941767933,88.14320352342395,0.0007940753492934955
2,47,0.09816324852625218,0.20055707824486554,90.21451846228706,0.0007901049725470281
2,48,0.09746342086883764,0.1904563592166029,92.20754875077141,0.0007861544476842928
2,49,0.097164011620318,0.1983473831286994,94.29773496389389,0.0007822236754458713
2,50,0.09698531702113038,0.20040217602765686,96.17067774401771,0.0007783125570686419
2,51,0.09645030784994353,0.191564984779845,98.22765940295324,0.0007744209942832989
2,52,0.09626892903293578,0.1961757765822513,100.18811123503578,0.0007705488893118822
2,53,0.09568147376252971,0.19360622086672366,102.04177532460955,0.0007666961448653227
2,54,0.09519934684662633,0.18999390744714326,104.06679740481906,0.0007628626641409964
2,55,0.0951810276212665,0.1934831926739344,106.11795894702276,0.0007590483508202912
2,56,0.09452358123033704,0.184602185963623,108.19333734644785,0.0007552531090661898
2,57,0.0939500369330693,0.19229690682503486,110.2882624030113,0.0007514768435208588
2,58,0.09433260769837178,0.19157131496937044,112.34159546825622,0.0007477194593032546
2,59,0.0935803170413295,0.1847353553980268,114.3152357670996,0.0007439808620067382
2,60,0.09283692373159176,0.18626100241497,116.25176233583026,0.0007402609576967046
2,61,0.09278831740067457,0.18133513997959835,118.12330060270098,0.000736559652908221
2,62,0.09297515837420312,0.18082742336937177,120.02267348236508,0.0007328768546436799
2,63,0.09222226632133305,0.18362705798078607,121.79326647784977,0.0007292124703704616
2,64,0.09203010449902423,0.1798146213254621,123.29829797877208,0.0007255664080186092
